code;locatie;datum;totaal;tegenrichting;hoofdrichting
ZUI;Zuidparklaan;2018-12-21;2524;1171;1353
ZUI;Zuidparklaan;2018-12-22;2171;1039;1132
ZUI;Zuidparklaan;2018-12-23;1018;517;501
ZUI;Zuidparklaan;2018-12-24;1275;604;671
ZUI;Zuidparklaan;2018-12-25;459;207;252
ZUI;Zuidparklaan;2018-12-26;1260;592;668
ZUI;Zuidparklaan;2018-12-27;1638;750;888
ZUI;Zuidparklaan;2018-12-28;1610;727;883
ZUI;Zuidparklaan;2018-12-29;1460;690;770
ZUI;Zuidparklaan;2018-12-30;1180;587;593
ZUI;Zuidparklaan;2018-12-31;1419;606;813
ZUI;Zuidparklaan;2019-01-01;963;523;440
ZUI;Zuidparklaan;2019-01-02;1505;676;829
ZUI;Zuidparklaan;2019-01-03;2031;925;1106
ZUI;Zuidparklaan;2019-01-04;2141;940;1201
ZUI;Zuidparklaan;2019-01-05;1467;688;779
ZUI;Zuidparklaan;2019-01-06;1124;583;541
ZUI;Zuidparklaan;2019-01-07;2504;1191;1313
ZUI;Zuidparklaan;2019-01-08;2558;1230;1328
ZUI;Zuidparklaan;2019-01-09;2349;1111;1238
ZUI;Zuidparklaan;2019-01-10;2412;1129;1283
ZUI;Zuidparklaan;2019-01-11;2452;1074;1378
ZUI;Zuidparklaan;2019-01-12;1717;799;918
ZUI;Zuidparklaan;2019-01-13;1079;553;526
ZUI;Zuidparklaan;2019-01-14;2530;1175;1355
ZUI;Zuidparklaan;2019-01-15;2579;1214;1365
ZUI;Zuidparklaan;2019-01-16;2397;1090;1307
ZUI;Zuidparklaan;2019-01-17;2240;1040;1200
ZUI;Zuidparklaan;2019-01-18;2517;1121;1396
ZUI;Zuidparklaan;2019-01-19;1539;746;793
ZUI;Zuidparklaan;2019-01-20;886;466;420
ZUI;Zuidparklaan;2019-01-21;2206;1068;1138
ZUI;Zuidparklaan;2019-01-22;1440;675;765
ZUI;Zuidparklaan;2019-01-23;1341;593;748
ZUI;Zuidparklaan;2019-01-24;2005;934;1071
ZUI;Zuidparklaan;2019-01-25;2171;975;1196
ZUI;Zuidparklaan;2019-01-26;1494;715;779
ZUI;Zuidparklaan;2019-01-27;664;352;312
ZUI;Zuidparklaan;2019-01-28;1806;834;972
ZUI;Zuidparklaan;2019-01-29;2351;1110;1241
ZUI;Zuidparklaan;2019-01-30;1252;620;632
ZUI;Zuidparklaan;2019-01-31;2064;1002;1062
ZUI;Zuidparklaan;2019-02-01;1868;895;973
ZUI;Zuidparklaan;2019-02-02;1038;509;529
ZUI;Zuidparklaan;2019-02-03;900;450;450
ZUI;Zuidparklaan;2019-02-04;1875;878;997
ZUI;Zuidparklaan;2019-02-05;2278;1056;1222
ZUI;Zuidparklaan;2019-02-06;1900;882;1018
ZUI;Zuidparklaan;2019-02-07;2192;1009;1183
ZUI;Zuidparklaan;2019-02-08;1928;849;1079
ZUI;Zuidparklaan;2019-02-09;1273;585;688
ZUI;Zuidparklaan;2019-02-10;725;386;339
ZUI;Zuidparklaan;2019-02-11;2687;1291;1396
ZUI;Zuidparklaan;2019-02-12;2948;1367;1581
ZUI;Zuidparklaan;2019-02-13;3308;1595;1713
ZUI;Zuidparklaan;2019-02-14;3175;1516;1659
ZUI;Zuidparklaan;2019-02-15;3002;1406;1596
ZUI;Zuidparklaan;2019-02-16;2079;975;1104
ZUI;Zuidparklaan;2019-02-17;1363;673;690
ZUI;Zuidparklaan;2019-02-18;2896;1367;1529
ZUI;Zuidparklaan;2019-02-19;3029;1438;1591
ZUI;Zuidparklaan;2019-02-20;3127;1475;1652
ZUI;Zuidparklaan;2019-02-21;3207;1512;1695
ZUI;Zuidparklaan;2019-02-22;3140;1462;1678
ZUI;Zuidparklaan;2019-02-23;2126;984;1142
ZUI;Zuidparklaan;2019-02-24;1976;999;977
ZUI;Zuidparklaan;2019-02-25;3149;1523;1626
ZUI;Zuidparklaan;2019-02-26;3553;1699;1854
ZUI;Zuidparklaan;2019-02-27;3519;1649;1870
ZUI;Zuidparklaan;2019-02-28;3239;1529;1710
ZUI;Zuidparklaan;2019-03-13;2492;1139;1353
ZUI;Zuidparklaan;2019-03-14;2303;1107;1196
ZUI;Zuidparklaan;2019-03-15;2374;1088;1286
ZUI;Zuidparklaan;2019-03-16;1460;683;777
ZUI;Zuidparklaan;2019-03-17;999;528;471
ZUI;Zuidparklaan;2019-03-18;2607;1202;1405
ZUI;Zuidparklaan;2019-03-19;3018;1424;1594
ZUI;Zuidparklaan;2019-03-20;2991;1413;1578
ZUI;Zuidparklaan;2019-03-21;3305;1550;1755
ZUI;Zuidparklaan;2019-03-22;3013;1386;1627
ZUI;Zuidparklaan;2019-03-23;1983;966;1017
ZUI;Zuidparklaan;2019-03-24;1373;704;669
ZUI;Zuidparklaan;2019-03-25;2699;1281;1418
ZUI;Zuidparklaan;2019-03-26;3062;1444;1618
ZUI;Zuidparklaan;2019-03-27;3134;1480;1654
ZUI;Zuidparklaan;2019-03-28;3218;1542;1676
ZUI;Zuidparklaan;2019-03-29;3169;1454;1715
ZUI;Zuidparklaan;2019-03-30;2230;1060;1170
ZUI;Zuidparklaan;2019-03-31;1372;695;677
ZUI;Zuidparklaan;2019-04-01;2828;1338;1490
ZUI;Zuidparklaan;2019-04-02;2570;1202;1368
ZUI;Zuidparklaan;2019-04-03;2722;1279;1443
ZUI;Zuidparklaan;2019-04-04;3028;1421;1607
ZUI;Zuidparklaan;2019-04-05;2973;1363;1610
ZUI;Zuidparklaan;2019-04-06;1832;858;974
ZUI;Zuidparklaan;2019-04-07;1349;647;702
ZUI;Zuidparklaan;2019-04-08;1921;875;1046
ZUI;Zuidparklaan;2019-04-09;1749;803;946
ZUI;Zuidparklaan;2019-04-10;2168;989;1179
ZUI;Zuidparklaan;2019-04-11;2173;1012;1161
ZUI;Zuidparklaan;2019-04-12;2132;914;1218
ZUI;Zuidparklaan;2019-04-13;1509;720;789
ZUI;Zuidparklaan;2019-04-14;922;464;458
ZUI;Zuidparklaan;2019-04-15;1951;890;1061
ZUI;Zuidparklaan;2019-04-16;2100;947;1153
ZUI;Zuidparklaan;2019-04-17;2023;869;1154
ZUI;Zuidparklaan;2019-04-18;2381;1100;1281
ZUI;Zuidparklaan;2019-04-19;2347;1094;1253
ZUI;Zuidparklaan;2019-04-20;1815;851;964
ZUI;Zuidparklaan;2019-04-21;1142;557;585
ZUI;Zuidparklaan;2019-04-22;1223;599;624
ZUI;Zuidparklaan;2019-04-23;2704;1352;1352
ZUI;Zuidparklaan;2019-04-24;2650;1306;1344
ZUI;Zuidparklaan;2019-04-25;2128;1015;1113
ZUI;Zuidparklaan;2019-04-26;2438;1162;1276
ZUI;Zuidparklaan;2019-04-27;1229;615;614
ZUI;Zuidparklaan;2019-04-28;753;370;383
ZUI;Zuidparklaan;2019-04-29;2462;1192;1270
ZUI;Zuidparklaan;2019-04-30;2830;1303;1527
ZUI;Zuidparklaan;2019-05-01;1506;761;745
ZUI;Zuidparklaan;2019-05-02;2345;1106;1239
ZUI;Zuidparklaan;2019-05-03;2503;1172;1331
ZUI;Zuidparklaan;2019-05-04;1262;597;665
ZUI;Zuidparklaan;2019-05-05;961;463;498
ZUI;Zuidparklaan;2019-05-06;2558;1216;1342
ZUI;Zuidparklaan;2019-05-07;2953;1381;1572
ZUI;Zuidparklaan;2019-05-08;2755;1301;1454
ZUI;Zuidparklaan;2019-05-09;2931;1369;1562
ZUI;Zuidparklaan;2019-05-10;2900;1361;1539
ZUI;Zuidparklaan;2019-05-11;2300;1084;1216
ZUI;Zuidparklaan;2019-05-12;1305;658;647
ZUI;Zuidparklaan;2019-05-13;2945;1417;1528
ZUI;Zuidparklaan;2019-05-14;3347;1604;1743
ZUI;Zuidparklaan;2019-05-15;3346;1636;1710
ZUI;Zuidparklaan;2019-05-16;3325;1573;1752
ZUI;Zuidparklaan;2019-05-17;2898;1350;1548
ZUI;Zuidparklaan;2019-05-18;2238;1066;1172
ZUI;Zuidparklaan;2019-05-19;1270;653;617
ZUI;Zuidparklaan;2019-05-20;2515;1206;1309
ZUI;Zuidparklaan;2019-05-21;2830;1350;1480
ZUI;Zuidparklaan;2019-05-22;2980;1413;1567
ZUI;Zuidparklaan;2019-05-23;3002;1402;1600
ZUI;Zuidparklaan;2019-05-24;3378;1549;1829
ZUI;Zuidparklaan;2019-05-25;2093;999;1094
ZUI;Zuidparklaan;2019-05-26;1641;828;813
ZUI;Zuidparklaan;2019-05-27;2790;1353;1437
ZUI;Zuidparklaan;2019-05-28;2384;1156;1228
ZUI;Zuidparklaan;2019-05-29;2976;1355;1621
ZUI;Zuidparklaan;2019-05-30;1666;819;847
ZUI;Zuidparklaan;2019-05-31;2176;998;1178
ZUI;Zuidparklaan;2019-06-01;2137;1010;1127
ZUI;Zuidparklaan;2019-06-02;1634;808;826
ZUI;Zuidparklaan;2019-06-03;2818;1335;1483
ZUI;Zuidparklaan;2019-06-04;2662;1243;1419
ZUI;Zuidparklaan;2019-06-05;2360;1106;1254
ZUI;Zuidparklaan;2019-06-06;2863;1385;1478
ZUI;Zuidparklaan;2019-06-07;2710;1313;1397
ZUI;Zuidparklaan;2019-06-08;1546;674;872
ZUI;Zuidparklaan;2019-06-09;1396;682;714
ZUI;Zuidparklaan;2019-06-10;993;470;523
ZUI;Zuidparklaan;2019-06-11;2877;1374;1503
ZUI;Zuidparklaan;2019-06-12;1746;859;887
ZUI;Zuidparklaan;2019-06-13;2479;1162;1317
ZUI;Zuidparklaan;2019-06-14;3012;1417;1595
ZUI;Zuidparklaan;2019-06-15;1751;859;892
ZUI;Zuidparklaan;2019-06-16;1372;682;690
ZUI;Zuidparklaan;2019-06-17;2944;1421;1523
ZUI;Zuidparklaan;2019-06-18;3120;1467;1653
ZUI;Zuidparklaan;2019-06-19;2335;1136;1199
ZUI;Zuidparklaan;2019-06-20;2947;1399;1548
ZUI;Zuidparklaan;2019-06-21;3134;1512;1622
ZUI;Zuidparklaan;2019-06-22;2480;1275;1205
ZUI;Zuidparklaan;2019-06-23;1704;855;849
ZUI;Zuidparklaan;2019-06-24;3111;1469;1642
ZUI;Zuidparklaan;2019-06-25;3139;1533;1606
ZUI;Zuidparklaan;2019-06-26;3295;1582;1713
ZUI;Zuidparklaan;2019-06-27;3356;1605;1751
ZUI;Zuidparklaan;2019-06-28;3173;1552;1621
ZUI;Zuidparklaan;2019-06-29;2007;993;1014
ZUI;Zuidparklaan;2019-06-30;1913;945;968
ZUI;Zuidparklaan;2019-07-01;2651;1302;1349
ZUI;Zuidparklaan;2019-07-02;2654;1339;1315
ZUI;Zuidparklaan;2019-07-03;2570;1287;1283
ZUI;Zuidparklaan;2019-07-04;2702;1355;1347
ZUI;Zuidparklaan;2019-07-05;2700;1334;1366
ZUI;Zuidparklaan;2019-07-06;1963;1018;945
ZUI;Zuidparklaan;2019-07-07;1403;696;707
ZUI;Zuidparklaan;2019-07-08;2296;1144;1152
ZUI;Zuidparklaan;2019-07-09;2494;1283;1211
ZUI;Zuidparklaan;2019-07-10;2255;1102;1153
ZUI;Zuidparklaan;2019-07-11;2127;1050;1077
ZUI;Zuidparklaan;2019-07-12;1999;983;1016
ZUI;Zuidparklaan;2019-07-13;1575;774;801
ZUI;Zuidparklaan;2019-07-14;995;525;470
ZUI;Zuidparklaan;2019-07-15;2039;1012;1027
ZUI;Zuidparklaan;2019-07-16;2241;1089;1152
ZUI;Zuidparklaan;2019-07-17;2453;1251;1202
ZUI;Zuidparklaan;2019-07-18;2358;1164;1194
ZUI;Zuidparklaan;2019-07-19;3435;1389;2046
ZUI;Zuidparklaan;2019-07-20;3180;1616;1564
ZUI;Zuidparklaan;2019-07-21;3344;1894;1450
ZUI;Zuidparklaan;2019-07-22;3241;1641;1600
ZUI;Zuidparklaan;2019-07-23;3225;1630;1595
ZUI;Zuidparklaan;2019-07-24;3174;1543;1631
ZUI;Zuidparklaan;2019-07-25;2800;1467;1333
ZUI;Zuidparklaan;2019-07-26;3277;1558;1719
ZUI;Zuidparklaan;2019-07-27;2072;1287;785
ZUI;Zuidparklaan;2019-07-28;1924;976;948
ZUI;Zuidparklaan;2019-07-29;2302;1347;955
ZUI;Zuidparklaan;2019-07-30;2024;1023;1001
ZUI;Zuidparklaan;2019-07-31;1704;868;836
ZUI;Zuidparklaan;2019-08-01;2072;1058;1014
ZUI;Zuidparklaan;2019-08-02;1885;963;922
ZUI;Zuidparklaan;2019-08-03;1393;728;665
ZUI;Zuidparklaan;2019-08-04;1346;699;647
ZUI;Zuidparklaan;2019-08-05;2038;1021;1017
ZUI;Zuidparklaan;2019-08-06;2206;1149;1057
ZUI;Zuidparklaan;2019-08-07;2077;1089;988
ZUI;Zuidparklaan;2019-08-08;2146;1104;1042
ZUI;Zuidparklaan;2019-08-09;1851;862;989
ZUI;Zuidparklaan;2019-08-10;1414;718;696
ZUI;Zuidparklaan;2019-08-11;1238;637;601
ZUI;Zuidparklaan;2019-08-12;1572;839;733
ZUI;Zuidparklaan;2019-08-13;1807;944;863
ZUI;Zuidparklaan;2019-08-14;1915;979;936
ZUI;Zuidparklaan;2019-08-15;1108;608;500
ZUI;Zuidparklaan;2019-08-16;1731;854;877
ZUI;Zuidparklaan;2019-08-17;1212;637;575
ZUI;Zuidparklaan;2019-08-18;964;521;443
ZUI;Zuidparklaan;2019-08-19;2087;1056;1031
ZUI;Zuidparklaan;2019-08-20;2380;1229;1151
ZUI;Zuidparklaan;2019-08-21;2415;1232;1183
ZUI;Zuidparklaan;2019-08-22;2624;1389;1235
ZUI;Zuidparklaan;2019-08-23;2639;1337;1302
ZUI;Zuidparklaan;2019-08-24;1964;1002;962
ZUI;Zuidparklaan;2019-08-25;1489;788;701
ZUI;Zuidparklaan;2019-08-26;2435;1212;1223
ZUI;Zuidparklaan;2019-08-27;2646;1323;1323
ZUI;Zuidparklaan;2019-08-28;2371;1221;1150
ZUI;Zuidparklaan;2019-08-29;2637;1336;1301
ZUI;Zuidparklaan;2019-08-30;2539;1293;1246
ZUI;Zuidparklaan;2019-08-31;1895;1004;891
ZUI;Zuidparklaan;2019-09-01;1557;818;739
ZUI;Zuidparklaan;2019-09-02;2551;1409;1142
ZUI;Zuidparklaan;2019-09-03;2609;1415;1194
ZUI;Zuidparklaan;2019-09-04;1938;1107;831
ZUI;Zuidparklaan;2019-09-05;2195;1269;926
ZUI;Zuidparklaan;2019-09-06;2535;1365;1170
ZUI;Zuidparklaan;2019-09-07;1375;768;607
ZUI;Zuidparklaan;2019-09-08;1279;707;572
ZUI;Zuidparklaan;2019-09-09;2205;1216;989
ZUI;Zuidparklaan;2019-09-10;2498;1399;1099
ZUI;Zuidparklaan;2019-09-11;1822;1014;808
ZUI;Zuidparklaan;2019-09-12;2790;1453;1337
ZUI;Zuidparklaan;2019-09-13;2642;1330;1312
ZUI;Zuidparklaan;2019-09-14;2341;1203;1138
ZUI;Zuidparklaan;2019-09-15;1475;794;681
ZUI;Zuidparklaan;2019-09-16;2355;1277;1078
ZUI;Zuidparklaan;2019-09-17;2556;1397;1159
ZUI;Zuidparklaan;2019-09-18;2458;1397;1061
ZUI;Zuidparklaan;2019-09-19;2498;1417;1081
ZUI;Zuidparklaan;2019-09-20;2660;1460;1200
ZUI;Zuidparklaan;2019-09-21;2410;1304;1106
ZUI;Zuidparklaan;2019-09-22;2049;1041;1008
ZUI;Zuidparklaan;2019-09-23;2808;1576;1232
ZUI;Zuidparklaan;2019-09-24;2440;1441;999
ZUI;Zuidparklaan;2019-09-25;2581;1482;1099
ZUI;Zuidparklaan;2019-09-26;2397;1396;1001
ZUI;Zuidparklaan;2019-09-27;2474;1401;1073
ZUI;Zuidparklaan;2019-09-28;1458;831;627
ZUI;Zuidparklaan;2019-09-29;851;533;318
ZUI;Zuidparklaan;2019-09-30;2629;1511;1118
ZUI;Zuidparklaan;2019-10-01;2148;1191;957
ZUI;Zuidparklaan;2019-10-02;2444;1503;941
ZUI;Zuidparklaan;2019-10-03;2617;1653;964
ZUI;Zuidparklaan;2019-10-04;2275;1347;928
ZUI;Zuidparklaan;2019-10-05;1547;892;655
ZUI;Zuidparklaan;2019-10-06;782;475;307
ZUI;Zuidparklaan;2019-10-07;2449;1467;982
ZUI;Zuidparklaan;2019-10-08;2545;1474;1071
ZUI;Zuidparklaan;2019-10-09;2278;1404;874
ZUI;Zuidparklaan;2019-10-10;2824;1645;1179
ZUI;Zuidparklaan;2019-10-11;2289;1353;936
ZUI;Zuidparklaan;2019-10-12;1872;1017;855
ZUI;Zuidparklaan;2019-10-13;1202;673;529
ZUI;Zuidparklaan;2019-10-14;2707;1538;1169
ZUI;Zuidparklaan;2019-10-15;2827;1632;1195
ZUI;Zuidparklaan;2019-10-16;2234;1353;881
ZUI;Zuidparklaan;2019-10-17;2705;1607;1098
ZUI;Zuidparklaan;2019-10-18;2285;1372;913
ZUI;Zuidparklaan;2019-10-19;1689;984;705
ZUI;Zuidparklaan;2019-10-20;701;454;247
ZUI;Zuidparklaan;2019-10-21;887;586;301
ZUI;Zuidparklaan;2019-10-22;2059;1265;794
ZUI;Zuidparklaan;2019-10-23;2365;1395;970
ZUI;Zuidparklaan;2019-10-24;2313;1373;940
ZUI;Zuidparklaan;2019-10-25;2710;1603;1107
ZUI;Zuidparklaan;2019-10-26;1716;911;805
ZUI;Zuidparklaan;2019-10-27;1066;622;444
ZUI;Zuidparklaan;2019-10-28;1958;1209;749
ZUI;Zuidparklaan;2019-10-29;2112;1285;827
ZUI;Zuidparklaan;2019-10-30;1969;1287;682
ZUI;Zuidparklaan;2019-10-31;1850;1187;663
ZUI;Zuidparklaan;2019-11-01;905;559;346
ZUI;Zuidparklaan;2019-11-02;1048;554;494
ZUI;Zuidparklaan;2019-11-03;742;466;276
ZUI;Zuidparklaan;2019-11-04;2134;1347;787
ZUI;Zuidparklaan;2019-11-05;2384;1515;869
ZUI;Zuidparklaan;2019-11-06;2204;1408;796
ZUI;Zuidparklaan;2019-11-07;2089;1441;648
ZUI;Zuidparklaan;2019-11-08;2122;1402;720
ZUI;Zuidparklaan;2019-11-09;1278;842;436
ZUI;Zuidparklaan;2019-11-10;862;543;319
ZUI;Zuidparklaan;2019-11-11;526;320;206
ZUI;Zuidparklaan;2019-11-12;1947;1337;610
ZUI;Zuidparklaan;2019-11-13;2265;1513;752
ZUI;Zuidparklaan;2019-11-14;2029;1385;644
ZUI;Zuidparklaan;2019-11-15;1697;1119;578
ZUI;Zuidparklaan;2019-11-16;1311;802;509
ZUI;Zuidparklaan;2019-11-17;1026;673;353
ZUI;Zuidparklaan;2019-11-18;1748;1178;570
ZUI;Zuidparklaan;2019-11-19;2031;1416;615
ZUI;Zuidparklaan;2019-11-20;1957;1377;580
ZUI;Zuidparklaan;2019-11-21;1914;1286;628
ZUI;Zuidparklaan;2019-11-22;2222;1470;752
ZUI;Zuidparklaan;2019-11-23;1289;790;499
ZUI;Zuidparklaan;2019-11-24;1057;670;387
ZUI;Zuidparklaan;2019-11-25;2118;1377;741
ZUI;Zuidparklaan;2019-11-26;2286;1383;903
ZUI;Zuidparklaan;2019-11-27;2122;1282;840
ZUI;Zuidparklaan;2019-11-28;2132;1354;778
ZUI;Zuidparklaan;2019-11-29;2129;1368;761
ZUI;Zuidparklaan;2019-11-30;1213;774;439
ZUI;Zuidparklaan;2019-12-01;836;579;257
ZUI;Zuidparklaan;2019-12-02;1853;1257;596
ZUI;Zuidparklaan;2019-12-03;1865;1254;611
ZUI;Zuidparklaan;2019-12-04;1841;1245;596
ZUI;Zuidparklaan;2019-12-05;1829;1226;603
ZUI;Zuidparklaan;2019-12-06;1591;1005;586
ZUI;Zuidparklaan;2019-12-07;1426;833;593
ZUI;Zuidparklaan;2019-12-08;858;525;333
ZUI;Zuidparklaan;2019-12-09;1700;1111;589
ZUI;Zuidparklaan;2019-12-10;2017;1304;713
ZUI;Zuidparklaan;2019-12-11;2124;1317;807
ZUI;Zuidparklaan;2019-12-12;1936;1263;673
ZUI;Zuidparklaan;2019-12-13;1645;1009;636
ZUI;Zuidparklaan;2019-12-14;1095;684;411
ZUI;Zuidparklaan;2019-12-15;907;550;357
ZUI;Zuidparklaan;2019-12-16;1816;1124;692
ZUI;Zuidparklaan;2019-12-17;2153;1255;898
ZUI;Zuidparklaan;2019-12-18;2003;1254;749
ZUI;Zuidparklaan;2019-12-19;2241;1346;895
ZUI;Zuidparklaan;2019-12-20;1893;1092;801
ZUI;Zuidparklaan;2019-12-21;1490;937;553
ZUI;Zuidparklaan;2019-12-22;849;529;320
ZUI;Zuidparklaan;2019-12-23;1554;933;621
ZUI;Zuidparklaan;2019-12-24;1009;604;405
ZUI;Zuidparklaan;2019-12-25;381;211;170
ZUI;Zuidparklaan;2019-12-26;779;447;332
ZUI;Zuidparklaan;2019-12-27;1185;680;505
ZUI;Zuidparklaan;2019-12-28;1153;727;426
ZUI;Zuidparklaan;2020-01-08;1958;1134;824
ZUI;Zuidparklaan;2020-01-09;2002;1132;870
ZUI;Zuidparklaan;2020-01-10;1964;1215;749
ZUI;Zuidparklaan;2020-01-11;1430;875;555
ZUI;Zuidparklaan;2020-01-12;991;605;386
ZUI;Zuidparklaan;2020-01-13;1803;1152;651
ZUI;Zuidparklaan;2020-01-14;1917;1129;788
ZUI;Zuidparklaan;2020-01-15;1769;1008;761
ZUI;Zuidparklaan;2020-01-16;2059;1245;814
ZUI;Zuidparklaan;2020-01-17;2016;1161;855
ZUI;Zuidparklaan;2020-01-18;1517;910;607
ZUI;Zuidparklaan;2020-01-19;947;591;356
ZUI;Zuidparklaan;2020-01-20;1790;1086;704
ZUI;Zuidparklaan;2020-01-21;1911;1166;745
ZUI;Zuidparklaan;2020-01-22;1828;1088;740
ZUI;Zuidparklaan;2020-01-23;2017;1181;836
ZUI;Zuidparklaan;2020-01-24;1888;1129;759
ZUI;Zuidparklaan;2020-01-27;1925;1113;812
ZUI;Zuidparklaan;2020-01-28;1943;1138;805
ZUI;Zuidparklaan;2020-01-29;1992;1217;775
ZUI;Zuidparklaan;2020-01-30;2146;1272;874
ZUI;Zuidparklaan;2020-01-31;2306;1254;1052
ZUI;Zuidparklaan;2020-02-01;1391;751;640
ZUI;Zuidparklaan;2020-02-02;938;534;404
ZUI;Zuidparklaan;2020-02-03;1807;1011;796
ZUI;Zuidparklaan;2020-02-04;1727;1033;694
ZUI;Zuidparklaan;2020-02-05;1933;1147;786
ZUI;Zuidparklaan;2020-02-06;1947;1166;781
ZUI;Zuidparklaan;2020-02-07;1995;1187;808
ZUI;Zuidparklaan;2020-02-08;1007;567;440
ZUI;Zuidparklaan;2020-02-09;412;244;168
ZUI;Zuidparklaan;2020-02-10;1545;857;688
ZUI;Zuidparklaan;2020-02-11;1974;1187;787
ZUI;Zuidparklaan;2020-02-12;2125;1321;804
ZUI;Zuidparklaan;2020-02-13;1877;1092;785
ZUI;Zuidparklaan;2020-02-19;2870;1379;1491
ZUI;Zuidparklaan;2020-02-20;2640;1252;1388
ZUI;Zuidparklaan;2020-02-21;2791;1284;1507
ZUI;Zuidparklaan;2020-02-22;1543;755;788
ZUI;Zuidparklaan;2020-02-23;856;438;418
ZUI;Zuidparklaan;2020-02-24;1920;880;1040
ZUI;Zuidparklaan;2020-02-25;2081;1028;1053
ZUI;Zuidparklaan;2020-02-26;2021;980;1041
ZUI;Zuidparklaan;2020-02-27;1805;886;919
ZUI;Zuidparklaan;2020-02-28;1929;913;1016
ZUI;Zuidparklaan;2020-02-29;1421;706;715
ZUI;Zuidparklaan;2020-03-01;1179;572;607
ZUI;Zuidparklaan;2020-03-02;2162;1068;1094
ZUI;Zuidparklaan;2020-03-03;2744;1308;1436
ZUI;Zuidparklaan;2020-03-04;2771;1358;1413
ZUI;Zuidparklaan;2020-03-05;2079;983;1096
ZUI;Zuidparklaan;2020-03-06;2524;1227;1297
ZUI;Zuidparklaan;2020-03-07;1941;988;953
ZUI;Zuidparklaan;2020-03-08;1025;526;499
ZUI;Zuidparklaan;2020-03-09;2741;1320;1421
ZUI;Zuidparklaan;2020-03-10;2379;1165;1214
ZUI;Zuidparklaan;2020-03-11;2501;1223;1278
ZUI;Zuidparklaan;2020-03-12;2627;1295;1332
ZUI;Zuidparklaan;2020-03-13;2156;1012;1144
ZUI;Zuidparklaan;2020-03-14;871;433;438
ZUI;Zuidparklaan;2020-03-15;777;354;423
ZUI;Zuidparklaan;2020-03-16;1426;648;778
ZUI;Zuidparklaan;2020-03-17;1463;674;789
ZUI;Zuidparklaan;2020-03-18;1087;495;592
ZUI;Zuidparklaan;2020-03-19;961;444;517
ZUI;Zuidparklaan;2020-03-20;692;319;373
ZUI;Zuidparklaan;2020-03-21;762;346;416
ZUI;Zuidparklaan;2020-03-22;827;390;437
ZUI;Zuidparklaan;2020-03-23;934;437;497
ZUI;Zuidparklaan;2020-03-24;1056;491;565
ZUI;Zuidparklaan;2020-03-25;1060;521;539
ZUI;Zuidparklaan;2020-03-26;1060;489;571
ZUI;Zuidparklaan;2020-03-27;1072;538;534
ZUI;Zuidparklaan;2020-03-28;1013;479;534
ZUI;Zuidparklaan;2020-03-29;577;277;300
ZUI;Zuidparklaan;2020-03-30;826;405;421
ZUI;Zuidparklaan;2020-03-31;1120;512;608
ZUI;Zuidparklaan;2020-04-01;1125;542;583
ZUI;Zuidparklaan;2020-04-02;952;447;505
ZUI;Zuidparklaan;2020-04-03;1118;534;584
ZUI;Zuidparklaan;2020-04-04;1216;564;652
ZUI;Zuidparklaan;2020-04-05;1615;790;825
ZUI;Zuidparklaan;2020-04-06;1185;569;616
ZUI;Zuidparklaan;2020-04-07;1406;690;716
ZUI;Zuidparklaan;2020-04-08;1660;818;842
ZUI;Zuidparklaan;2020-04-09;1585;779;806
ZUI;Zuidparklaan;2020-04-10;1757;832;925
ZUI;Zuidparklaan;2020-04-11;1842;921;921
ZUI;Zuidparklaan;2020-04-12;1638;771;867
ZUI;Zuidparklaan;2020-04-13;1043;522;521
ZUI;Zuidparklaan;2020-04-14;1238;589;649
ZUI;Zuidparklaan;2020-04-15;1541;752;789
ZUI;Zuidparklaan;2020-04-16;1796;872;924
ZUI;Zuidparklaan;2020-04-17;1885;967;918
ZUI;Zuidparklaan;2020-04-18;870;408;462
ZUI;Zuidparklaan;2020-04-19;1561;730;831
ZUI;Zuidparklaan;2020-04-20;1741;672;1069
ZUI;Zuidparklaan;2020-04-21;2009;793;1216
ZUI;Zuidparklaan;2020-04-22;2095;782;1313
ZUI;Zuidparklaan;2020-04-23;2378;956;1422
ZUI;Zuidparklaan;2020-04-24;2274;914;1360
ZUI;Zuidparklaan;2020-04-25;2184;878;1306
ZUI;Zuidparklaan;2020-04-26;2599;1036;1563
ZUI;Zuidparklaan;2020-04-27;2306;890;1416
ZUI;Zuidparklaan;2020-04-28;1086;412;674
ZUI;Zuidparklaan;2020-04-29;1416;488;928
ZUI;Zuidparklaan;2020-04-30;1600;561;1039
ZUI;Zuidparklaan;2020-05-01;1211;463;748
ZUI;Zuidparklaan;2020-05-02;1560;590;970
ZUI;Zuidparklaan;2020-05-03;2147;770;1377
ZUI;Zuidparklaan;2020-05-04;2041;765;1276
ZUI;Zuidparklaan;2020-05-05;2222;861;1361
ZUI;Zuidparklaan;2020-05-06;2344;964;1380
ZUI;Zuidparklaan;2020-05-20;2086;986;1100
ZUI;Zuidparklaan;2020-05-21;2244;938;1306
ZUI;Zuidparklaan;2020-05-22;2301;810;1491
ZUI;Zuidparklaan;2020-05-23;2231;856;1375
ZUI;Zuidparklaan;2020-05-24;1663;657;1006
ZUI;Zuidparklaan;2020-05-25;2625;1053;1572
ZUI;Zuidparklaan;2020-05-26;2959;1203;1756
ZUI;Zuidparklaan;2020-05-27;3003;1201;1802
ZUI;Zuidparklaan;2020-05-28;3158;1260;1898
